trialnum	session	basicShape	numObjects	speed	initialDirRing0	fixatnPeriodFrames	orderCorrect	trialDurTotal	numTargets	offset	whichIsTargetEachRing0	ringToQuery	direction0	respAdj0	rev0_0	rev0_1	rev0_2	rev0_3	rev0_4	rev0_5	rev0_6	rev0_7	rev0_8	timingBlips	numLongFramesAfterFixation	numLongFramesAfterCue	IDnum	sessionNum	comment	pTrialsLotsTimingBlips	pTrialsBlipsAfterFixatn	pTrialsLongFramesAfterCue	EDFmatchExists
92	2	ellipse	6	0.4999999999999858	-1	98	3	5.2245958479429815	1	[-10,	0]	4	0	-1	0	2.3852	4.3454	5.0908	6.406	-999	-999	-999	-999	-999	1	1	53	2	None	0	0.2	0.10625	TRUE
93	2	ellipse	6	0.02	1	84	3	3.3908788108898693	1	[10,	0]	2	0	1	-0	3.1176	4.1172	-999	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
94	2	ellipse	6	0.549999999999983	-1	81	3	4.053359214249728	1	[-10,	0]	3	0	-1	-0	1.7095	2.7943	4.6966	-999	-999	-999	-999	-999	-999	1	1	53	2	None	0	0.2	0.10625	TRUE
95	2	ellipse	4	0.1	-1	72	3	5.528413019515475	1	[-10,	0]	0	0	-1	0	2.4203	3.949	5.2798	7.0942	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
96	2	ellipse	6	0.549999999999983	1	74	3	4.534471582816003	1	[-10,	0]	3	0	1	0	2.9564	3.9944	5.7554	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
97	2	ellipse	4	0.8500000000000227	-1	99	0	3.7925810101806503	1	[10,	0]	0	0	-1	1	2.2222	2.8235	3.5834	4.5664	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
98	2	ellipse	4	0.8000000000000256	1	103	3	3.444711309574948	1	[10,	0]	2	0	1	-0	2.4636	3.6996000000000002	4.9051	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
99	2	ellipse	4	0.8000000000000256	-1	107	3	3.3362019848791817	1	[-10,	0]	0	0	-1	-0	2.3008	3.1846	4.8769	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
100	2	ellipse	4	0.8000000000000256	-1	101	3	4.658902204966873	1	[10,	0]	2	0	-1	-0	2.7379	3.9684	5.1697	-999	-999	-999	-999	-999	-999	1	1	53	2	None	0	0.2	0.10625	TRUE
101	2	ellipse	4	0.02	1	99	3	4.037096631367249	1	[10,	0]	2	0	1	-0	1.9275	2.7557	3.4129	4.6861	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
102	2	ellipse	4	0.8500000000000227	-1	87	3	5.680200021679496	1	[10,	0]	1	0	-1	0	1.9887	3.9193	5.2467	6.0253	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
103	2	ellipse	6	0.549999999999983	-1	103	3	3.971826953839456	1	[10,	0]	3	0	-1	-0	1.9848	3.7992	4.6163	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
104	2	ellipse	4	0.8500000000000227	1	74	0	4.989714027960042	1	[10,	0]	1	0	1	2	2.6595	4.0952	5.5871	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
105	2	ellipse	4	0.8000000000000256	-1	104	3	5.518032418333599	1	[-10,	0]	3	0	-1	0	3.1071	3.9673	4.8655	5.7705	6.8481	-999	-999	-999	-999	1	0	53	2	None	0	0.2	0.10625	TRUE
106	2	ellipse	6	0.5999999999999801	1	105	3	3.658693096994971	1	[10,	0]	4	0	1	0	1.9424	3.5398	4.591	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
107	2	ellipse	6	0.5999999999999801	-1	70	3	5.584534613249439	1	[-10,	0]	2	0	-1	-0	2.5928	4.5308	5.8389	6.7757	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
108	2	ellipse	6	0.5999999999999801	-1	72	0	3.376058617229728	1	[10,	0]	2	0	-1	1	1.9244	3.1007	4.8944	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
109	2	ellipse	4	0.8000000000000256	1	76	3	4.22760805262182	1	[10,	0]	1	0	1	0	1.9967	3.8133	5.5814	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
110	2	ellipse	4	0.8000000000000256	-1	69	3	4.755208232525548	1	[10,	0]	0	0	-1	-0	2.6604	4.296	5.3661	-999	-999	-999	-999	-999	-999	1	1	53	2	None	0	0.2	0.10625	TRUE
111	2	ellipse	4	0.8500000000000227	-1	83	3	3.811620787939633	1	[-10,	0]	0	0	-1	0	2.3246000000000002	4.1141	-999	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
112	2	ellipse	4	0.02	-1	100	3	5.623853924345352	1	[10,	0]	1	0	-1	-0	3.0925	3.6624	4.1831	5.1902	6.0258	-999	-999	-999	-999	1	1	53	2	None	0	0.2	0.10625	TRUE
113	2	ellipse	4	0.02	1	95	3	4.10750641738606	1	[-10,	0]	2	0	1	0	2.9678	3.6747	4.9452	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
114	2	ellipse	6	0.549999999999983	-1	82	3	4.693373289911741	1	[10,	0]	2	0	-1	-0	2.1222	4.1153	4.8502	6.7669	-999	-999	-999	-999	-999	3	3	53	2	None	0	0.2	0.10625	TRUE
115	2	ellipse	6	0.02	-1	102	3	4.601539010147742	1	[10,	0]	5	0	-1	0	1.7216	2.591	4.4518	6.1143	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
116	2	ellipse	6	0.549999999999983	-1	83	0	4.024144334239913	1	[-10,	0]	1	0	-1	-1	3.0605	3.9698	5.4158	-999	-999	-999	-999	-999	-999	1	1	53	2	None	0	0.2	0.10625	TRUE
117	2	ellipse	4	0.8500000000000227	1	89	3	3.371858350072114	1	[-10,	0]	1	0	1	-0	2.1409	4.0839	-999	-999	-999	-999	-999	-999	-999	1	0	53	2	None	0	0.2	0.10625	TRUE
118	2	ellipse	6	0.4999999999999858	1	92	0	5.0140614388176905	1	[-10,	0]	2	0	1	1	2.8945	4.5046	6.2799	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
119	2	ellipse	4	0.8500000000000227	1	109	0	3.810079057379732	1	[-10,	0]	1	0	1	2	1.7102	2.8431	4.7179	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
120	2	ellipse	6	0.02	1	105	3	4.016131902288976	1	[10,	0]	4	0	1	0	2.9715	3.9083	5.8059	-999	-999	-999	-999	-999	-999	1	1	53	2	None	0	0.2	0.10625	TRUE
121	2	ellipse	6	0.44999999999998863	-1	90	3	3.5702299407909743	1	[10,	0]	2	0	-1	0	1.8682	2.585	3.2297	3.9905	-999	-999	-999	-999	-999	1	1	53	2	None	0	0.2	0.10625	TRUE
122	2	ellipse	6	0.44999999999998863	1	103	0	4.3499469944614955	1	[-10,	0]	1	0	1	3	2.2774	3.5022	4.5141	5.083	-999	-999	-999	-999	-999	1	0	53	2	None	0	0.2	0.10625	TRUE
123	2	ellipse	4	0.8000000000000256	1	82	0	4.794949144444773	1	[10,	0]	2	0	1	1	2.1499	3.3406	4.5736	5.3982	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
124	2	ellipse	4	0.7500000000000284	-1	103	3	4.19243255778885	1	[10,	0]	2	0	-1	-0	2.7394	4.2685	4.9908	-999	-999	-999	-999	-999	-999	3	0	53	2	None	0	0.2	0.10625	TRUE
125	2	ellipse	4	0.7500000000000284	-1	70	3	3.2512531253913366	1	[-10,	0]	0	0	-1	0	2.6009	3.8073	-999	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
126	2	ellipse	6	0.3999999999999915	-1	101	3	3.581060485134347	1	[10,	0]	3	0	-1	0	2.3157	3.9093	-999	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
127	2	ellipse	4	0.7500000000000284	-1	98	3	4.784992427454896	1	[10,	0]	0	0	-1	-0	2.4893	3.2755	3.8915	4.5162	5.079	5.6778	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
128	2	ellipse	6	0.3999999999999915	1	73	0	4.975773163398381	1	[-10,	0]	2	0	1	-1	2.088	3.2073	4.077	5.4702	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
129	2	ellipse	6	0.3499999999999943	1	109	3	3.689741947994357	1	[10,	0]	5	0	1	-0	2.5056	4.4325	-999	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
130	2	ellipse	4	0.8000000000000256	1	70	3	4.475877851133867	1	[10,	0]	2	0	1	0	2.7859	3.4048	4.9285	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
131	2	ellipse	4	0.1	-1	89	3	5.259006184740778	1	[10,	0]	0	0	-1	-0	2.5509	3.2033	3.9969	4.9252	6.8882	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
132	2	ellipse	4	0.8000000000000256	-1	85	0	3.4408121790078496	1	[10,	0]	0	0	-1	-1	2.3576	3.8089	-999	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
133	2	ellipse	6	0.3499999999999943	1	96	0	3.483938784638356	1	[-10,	0]	0	0	1	1	2.6737	4.1984	-999	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
134	2	ellipse	4	0.7500000000000284	1	92	0	3.514892740553437	1	[10,	0]	3	0	1	1	2.5782	4.123	-999	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
135	2	ellipse	6	0.29999999999999716	1	78	3	3.7723360197999174	1	[10,	0]	5	0	1	-0	2.4173	4.2284	-999	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
136	2	ellipse	4	0.7000000000000313	-1	71	3	3.292353799091302	1	[-10,	0]	0	0	-1	-0	2.1135	2.9936	3.5874	4.9573	-999	-999	-999	-999	-999	2	2	53	2	None	0	0.2	0.10625	TRUE
137	2	ellipse	6	0.29999999999999716	1	86	3	5.503125907546756	1	[-10,	0]	0	0	1	0	2.7346	3.4307	4.5485	5.5728	6.6126	-999	-999	-999	-999	1	1	53	2	None	0	0.2	0.10625	TRUE
138	2	ellipse	6	0.29999999999999716	1	85	3	4.001501170338513	1	[10,	0]	0	0	1	0	1.7751	3.579	4.4273	-999	-999	-999	-999	-999	-999	1	1	53	2	None	0	0.2	0.10625	TRUE
139	2	ellipse	4	0.7000000000000313	-1	77	3	4.276228463009513	1	[10,	0]	0	0	-1	-0	3.1782	3.8955	5.053	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
140	2	ellipse	4	0.7000000000000313	1	110	3	4.916997466440246	1	[-10,	0]	0	0	1	-0	1.86	3.2959	4.8381	6.2285	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
141	2	ellipse	4	0.7500000000000284	1	104	3	3.478963564182294	1	[10,	0]	0	0	1	0	2.4831	3.3986	4.2743	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
142	2	ellipse	6	0.3499999999999943	-1	104	3	3.821537892391416	1	[-10,	0]	5	0	-1	-0	1.7143	3.1858	4.5402	-999	-999	-999	-999	-999	-999	1	1	53	2	None	0	0.2	0.10625	TRUE
143	2	ellipse	6	0.3499999999999943	-1	68	3	5.427799695987785	1	[-10,	0]	3	0	-1	-0	1.9854	3.1871	4.9184	5.4501	6.9684	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
144	2	ellipse	6	0.02	-1	107	3	4.515189406125125	1	[10,	0]	5	0	-1	-0	2.9793	4.2428	5.9083	-999	-999	-999	-999	-999	-999	1	0	53	2	None	0	0.2	0.10625	TRUE
145	2	ellipse	4	0.7500000000000284	-1	106	3	4.398139277303874	1	[-10,	0]	2	0	-1	-0	1.8328	2.9341	3.593	4.3817	5.0357	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
146	2	ellipse	4	0.02	-1	78	3	3.541504050500138	1	[-10,	0]	3	0	-1	-0	2.7248	3.5801	4.7934	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
147	2	ellipse	6	0.02	-1	68	3	3.9561240169929768	1	[-10,	0]	4	0	-1	0	3.1501	4.6353	-999	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
148	2	ellipse	6	0.3499999999999943	-1	84	3	4.53605335628709	1	[10,	0]	5	0	-1	-0	1.7295	3.1642	5.0249	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
149	2	ellipse	6	0.02	1	91	3	3.441953907810659	1	[-10,	0]	3	0	1	-0	2.8195	4.5955	-999	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
150	2	ellipse	4	0.7500000000000284	-1	102	0	3.987634885126127	1	[-10,	0]	1	0	-1	-1	1.8525	3.3292	4.308	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
151	2	ellipse	4	0.7000000000000313	1	88	3	5.404930991346885	1	[-10,	0]	3	0	1	0	2.1337	2.8019	3.3518	4	4.6776	5.2426	6.1888	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
152	2	ellipse	4	0.7000000000000313	1	77	3	5.549618398118815	1	[-10,	0]	2	0	1	0	3.013	4.9779	6.637	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
153	2	ellipse	6	0.3999999999999915	-1	82	3	3.2981927785570275	1	[10,	0]	0	0	-1	0	2.9504	4.7099	-999	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
154	2	ellipse	6	0.3999999999999915	-1	97	0	3.456875741716502	1	[-10,	0]	1	0	-1	-2	1.8666	2.7152	4.4732	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
155	2	ellipse	4	0.1	1	83	3	5.145770272141113	1	[-10,	0]	3	0	1	0	2.9601	4.4693	5.7393	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
156	2	ellipse	4	0.7000000000000313	1	82	3	5.003097531477979	1	[-10,	0]	1	0	1	0	2.4906	3.6297	5.4532	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
157	2	ellipse	4	0.02	1	76	3	4.550400684919163	1	[10,	0]	3	0	1	0	2.9517	4.2692	4.9449	-999	-999	-999	-999	-999	-999	0	0	53	2	None	0	0.2	0.10625	TRUE
158	2	ellipse	6	0.3499999999999943	-1	88	0	4.277969044419615	1	[-10,	0]	3	0	-1	3	2.2686	3.6095	4.8587	-999	-999	-999	-999	-999	-999	1	1	53	2	None	0	0.2	0.10625	TRUE
159	2	ellipse	6	0.29999999999999716	1	107	3	4.275728321263697	1	[10,	0]	2	0	1	0	2.333	4.0064	5.3981	-999	-999	-999	-999	-999	-999	1	1	53	2	None	0	0.2	0.10625	TRUE
0	1	ellipse	4	0.5111111111111057	1	96	0	3.3094343704947353	1	[-10,	0]	0	0	1	-1	2.0141	3.292	4.998	-999	-999	-999	-999	-999	-999	0	0	29	1	None	0.05	0.325	0.275	TRUE
1	1	ellipse	6	0.5111111111111057	-1	83	3	3.986063551521052	1	[-10,	0]	0	0	-1	0	2.8827	4.7155	-999	-999	-999	-999	-999	-999	-999	2	2	29	1	None	0.05	0.325	0.275	TRUE
2	1	ellipse	4	0.21111111111110856	-1	98	3	5.075825838586095	1	[10,	0]	3	0	-1	-0	1.8496	2.8569	3.5182	5.0789	6.9835	-999	-999	-999	-999	1	0	29	1	None	0.05	0.325	0.275	TRUE
3	1	ellipse	6	0.8111111111111029	-1	73	3	5.171754452836919	1	[-10,	0]	5	0	-1	0	2.5991	3.2651	3.9046	5.8261	-999	-999	-999	-999	-999	0	0	29	1	None	0.05	0.325	0.275	TRUE
4	1	ellipse	4	0.5111111111111057	-1	94	3	3.862559422487416	1	[10,	0]	1	0	-1	-0	2.4006	2.9413	4.8302	-999	-999	-999	-999	-999	-999	1	1	29	1	None	0.05	0.325	0.275	TRUE
5	1	ellipse	4	0.1	-1	69	3	4.3864146220838895	1	[10,	0]	1	0	-1	-0	1.8623	3.4431	4.6168	6.1215	-999	-999	-999	-999	-999	0	0	29	1	None	0.05	0.325	0.275	TRUE
6	1	ellipse	6	1.1111111111111	1	107	3	3.7218859773431903	1	[-10,	0]	4	0	1	0	1.8669	2.7617	4.3994	-999	-999	-999	-999	-999	-999	1	1	29	1	None	0.05	0.325	0.275	TRUE
7	1	ellipse	6	1.4111111111110972	1	84	3	3.62072822718608	1	[10,	0]	5	0	1	-0	2.0334	3.7279	5.6806	-999	-999	-999	-999	-999	-999	0	0	29	1	None	0.05	0.325	0.275	TRUE
8	1	ellipse	6	1.7111111111110944	-1	72	0	5.262297766402904	1	[-10,	0]	3	0	-1	-3	2.4293	3.7574	4.748	6.2283	-999	-999	-999	-999	-999	0	0	29	1	None	0.05	0.325	0.275	TRUE
9	1	ellipse	4	0.1	1	104	3	4.669558125472863	1	[-10,	0]	2	0	1	0	2.9139	3.4483	5.0806	-999	-999	-999	-999	-999	-999	1	0	29	1	None	0.05	0.325	0.275	TRUE
10	1	ellipse	6	1.4111111111110972	-1	109	0	4.61017579097198	1	[-10,	0]	0	0	-1	-1	3.1551	4.8724	5.5509	-999	-999	-999	-999	-999	-999	10	9	29	1	None	0.05	0.325	0.275	TRUE
11	1	ellipse	4	0.1	1	100	3	3.469416052706068	1	[10,	0]	0	0	1	0	2.1189	3.1237	4.512	-999	-999	-999	-999	-999	-999	0	0	29	1	None	0.05	0.325	0.275	TRUE
12	1	ellipse	6	1.1111111111111	-1	76	3	3.854632327790836	1	[10,	0]	4	0	-1	-0	2.4276	3.1997	4.7957	-999	-999	-999	-999	-999	-999	8	8	29	1	None	0.05	0.325	0.275	TRUE
13	1	ellipse	6	1.1111111111111	1	74	3	3.9638567522278914	1	[-10,	0]	2	0	1	0	2.7267	3.7032	4.4323	-999	-999	-999	-999	-999	-999	8	8	29	1	None	0.05	0.325	0.275	TRUE
14	1	ellipse	6	1.1111111111111	-1	105	3	4.251617573022994	1	[10,	0]	4	0	-1	-0	2.8755	4.1554	5.3283	-999	-999	-999	-999	-999	-999	9	9	29	1	None	0.05	0.325	0.275	TRUE
15	1	ellipse	4	0.5111111111111057	-1	104	3	5.131278596695424	1	[10,	0]	1	0	-1	-0	2.9607	4.196	6.0977	-999	-999	-999	-999	-999	-999	1	1	29	1	None	0.05	0.325	0.275	TRUE
16	1	ellipse	4	0.5111111111111057	1	82	3	3.307009232260076	1	[10,	0]	1	0	1	-0	3.1591	3.9543	-999	-999	-999	-999	-999	-999	-999	0	0	29	1	None	0.05	0.325	0.275	TRUE
17	1	ellipse	4	0.8111111111111029	1	104	3	4.851640596868565	1	[10,	0]	1	0	1	0	2.6591	3.6968	5.6488	-999	-999	-999	-999	-999	-999	3	0	29	1	None	0.05	0.325	0.275	TRUE
18	1	ellipse	6	1.311111111111103	1	86	3	4.604229528185829	1	[10,	0]	3	0	1	-0	1.8643	2.4064	3.901	4.9646	-999	-999	-999	-999	-999	8	8	29	1	None	0.05	0.325	0.275	TRUE
19	1	ellipse	6	0.1	1	77	3	4.314126921377859	1	[10,	0]	5	0	1	0	2.1639	3.8677	5.2676	-999	-999	-999	-999	-999	-999	2	2	29	1	None	0.05	0.325	0.275	TRUE
20	1	ellipse	6	0.1	1	81	3	3.903210325709704	1	[-10,	0]	5	0	1	0	1.88	3.1725	5.0346	-999	-999	-999	-999	-999	-999	1	1	29	1	None	0.05	0.325	0.275	TRUE
21	1	ellipse	4	0.8111111111111029	-1	110	3	5.048679130247529	1	[10,	0]	1	0	-1	0	2.419	3.0712	4.7219	5.3238	6.0519	-999	-999	-999	-999	0	0	29	1	None	0.05	0.325	0.275	TRUE
22	1	ellipse	4	0.8111111111111029	-1	85	3	3.6709782575573136	1	[-10,	0]	0	0	-1	-0	2.504	3.3575	4.2749	-999	-999	-999	-999	-999	-999	0	0	29	1	None	0.05	0.325	0.275	TRUE
23	1	ellipse	6	1.311111111111103	1	95	3	3.3781293866201745	1	[-10,	0]	5	0	1	-0	2.9103	3.6771	5.2158	-999	-999	-999	-999	-999	-999	0	0	29	1	None	0.05	0.325	0.275	TRUE
24	1	ellipse	6	1.311111111111103	1	100	3	4.587712001893229	1	[10,	0]	3	0	1	0	2.3758	3.5587	5.4313	-999	-999	-999	-999	-999	-999	3	3	29	1	None	0.05	0.325	0.275	TRUE
25	1	ellipse	4	1.1111111111111	-1	77	3	5.2628963878190875	1	[-10,	0]	3	0	-1	0	1.8241	3.1822	4.987	6.7178	-999	-999	-999	-999	-999	0	0	29	1	None	0.05	0.325	0.275	TRUE
26	1	ellipse	6	1.5111111111111055	1	108	0	4.606968096606903	1	[-10,	0]	1	0	1	1	2.8982	3.9706	4.4824	6.094	-999	-999	-999	-999	-999	1	1	29	1	None	0.05	0.325	0.275	TRUE
27	1	ellipse	6	1.4111111111111114	-1	100	3	3.433307916904281	1	[10,	0]	0	0	-1	-0	2.0111	2.6499	4.2701	-999	-999	-999	-999	-999	-999	3	3	29	1	None	0.05	0.325	0.275	TRUE
28	1	ellipse	4	1.1111111111111	-1	100	3	4.841152127939376	1	[-10,	0]	0	0	-1	-0	2.0009	3.1513	4.1815	4.9009	6.3782	-999	-999	-999	-999	0	0	29	1	None	0.05	0.325	0.275	TRUE
29	1	ellipse	4	1.1111111111111	-1	71	3	5.575273826695367	1	[-10,	0]	2	0	-1	0	2.5348	3.4046	4.1532	5.6806	6.6229	-999	-999	-999	-999	0	0	29	1	None	0.05	0.325	0.275	TRUE
30	1	ellipse	6	1.4111111111111114	-1	68	3	3.2303473810104366	1	[10,	0]	3	0	-1	0	2.7627	3.8403	-999	-999	-999	-999	-999	-999	-999	2	2	29	1	None	0.05	0.325	0.275	TRUE
31	1	ellipse	4	1.4111111111110972	1	99	0	5.34915481740434	1	[-10,	0]	2	0	1	-1	2.8334	4.6654	6.5122	-999	-999	-999	-999	-999	-999	0	0	29	1	None	0.05	0.325	0.275	TRUE
32	1	ellipse	4	1.2111111111110944	1	72	3	4.975604165634472	1	[10,	0]	1	0	1	-0	2.1369	3.081	4.254	5.3228	-999	-999	-999	-999	-999	0	0	29	1	None	0.05	0.325	0.275	TRUE
33	1	ellipse	4	0.02	-1	107	3	5.487743842812409	1	[-10,	0]	2	0	-1	0	1.8134	3.7109	4.4302	5.9837	-999	-999	-999	-999	-999	0	0	29	1	None	0.05	0.325	0.275	TRUE
34	1	ellipse	6	0.02	-1	70	3	5.465445404207206	1	[-10,	0]	0	0	-1	-0	2.8102	4.4779	6.1182	-999	-999	-999	-999	-999	-999	2	2	29	1	None	0.05	0.325	0.275	TRUE
35	1	ellipse	6	0.1	-1	76	3	5.137805436096832	1	[10,	0]	0	0	-1	-0	2.1023	3.6707	5.2248	5.8565	-999	-999	-999	-999	-999	3	3	29	1	None	0.05	0.325	0.275	TRUE
36	1	ellipse	4	1.2111111111110944	1	96	3	3.8598667178478783	1	[-10,	0]	2	0	1	0	1.7601	3.1927	4.749	-999	-999	-999	-999	-999	-999	0	0	29	1	None	0.05	0.325	0.275	TRUE
37	1	ellipse	4	1.2111111111110944	1	82	0	4.122384536635909	1	[-10,	0]	0	0	1	1	2.6743	3.7839	5.319	-999	-999	-999	-999	-999	-999	0	0	29	1	None	0.05	0.325	0.275	TRUE
38	1	ellipse	4	1.0111111111110915	1	102	3	3.6171718461929734	1	[10,	0]	3	0	1	-0	2.1415	3.7036	5.0352	-999	-999	-999	-999	-999	-999	0	0	29	1	None	0.05	0.325	0.275	TRUE
39	1	ellipse	6	1.4111111111111114	1	84	0	4.226308605335815	1	[10,	0]	5	0	1	1	2.7428	3.605	4.8347	-999	-999	-999	-999	-999	-999	5	5	29	1	None	0.05	0.325	0.275	TRUE
40	1	ellipse	6	1.3111111111111171	1	93	0	4.186117768528714	1	[-10,	0]	3	0	1	-1	2.9024	4.8982	-999	-999	-999	-999	-999	-999	-999	0	0	29	1	None	0.05	0.325	0.275	TRUE
41	1	ellipse	4	1.0111111111110915	-1	73	3	4.874705052978171	1	[10,	0]	0	0	-1	-0	1.92	2.8516	3.5136	4.9598	6.1999	-999	-999	-999	-999	2	0	29	1	None	0.05	0.325	0.275	TRUE
42	1	ellipse	4	1.0111111111110915	1	91	3	3.2042315729440816	1	[-10,	0]	0	0	1	-0	2.9683	4.4837	-999	-999	-999	-999	-999	-999	-999	0	0	29	1	None	0.05	0.325	0.275	TRUE
43	1	ellipse	6	0.1	-1	83	3	4.049238788188663	1	[-10,	0]	4	0	-1	-0	2.0931	2.6871	4.2613	4.767	-999	-999	-999	-999	-999	0	0	29	1	None	0.05	0.325	0.275	TRUE
44	1	ellipse	4	0.02	1	94	3	4.819174615624522	1	[10,	0]	2	0	1	0	2.8454	4.3895	5.9718	-999	-999	-999	-999	-999	-999	1	0	29	1	None	0.05	0.325	0.275	TRUE
45	1	ellipse	6	1.2111111111111228	1	87	3	3.670164003837872	1	[10,	0]	1	0	1	0	1.8339	3.1322	3.8647	5.0051	-999	-999	-999	-999	-999	2	2	29	1	None	0.05	0.325	0.275	TRUE
46	1	ellipse	4	1.1111111111110858	1	98	3	3.275585203676406	1	[10,	0]	0	0	1	-0	2.8104	4.5768	-999	-999	-999	-999	-999	-999	-999	1	1	29	1	None	0.05	0.325	0.275	TRUE
47	1	ellipse	6	1.2111111111111228	-1	90	0	5.660367119850331	1	[10,	0]	5	0	-1	-3	2.7106	4.3758	5.4065	7.0089	-999	-999	-999	-999	-999	8	8	29	1	None	0.05	0.325	0.275	TRUE
48	1	ellipse	6	1.1111111111111285	-1	70	0	4.7400139353006026	1	[-10,	0]	3	0	-1	3	2.6394	3.6563	5.6469	-999	-999	-999	-999	-999	-999	9	8	29	1	None	0.05	0.325	0.275	TRUE
49	1	ellipse	4	1.1111111111110858	1	105	3	4.57361068987705	1	[-10,	0]	3	0	1	-0	1.9681	2.7454	4.3912	5.0074	-999	-999	-999	-999	-999	0	0	29	1	None	0.05	0.325	0.275	TRUE
50	1	ellipse	4	1.1111111111110858	-1	98	3	4.132020549805339	1	[10,	0]	1	0	-1	0	1.8174	2.8273	4.0042	5.0941	-999	-999	-999	-999	-999	0	0	29	1	None	0.05	0.325	0.275	TRUE
51	1	ellipse	6	1.0111111111111342	-1	92	3	3.828168070079967	1	[10,	0]	1	0	-1	-0	2.6944	3.2062	4.3912	-999	-999	-999	-999	-999	-999	1	1	29	1	None	0.05	0.325	0.275	TRUE
52	1	ellipse	6	1.0111111111111342	1	75	3	5.110629672421045	1	[10,	0]	0	0	1	-0	1.7981	2.8424	4.2077	5.8796	-999	-999	-999	-999	-999	2	2	29	1	None	0.05	0.325	0.275	TRUE
53	1	ellipse	4	0.1	1	73	3	5.685323811456882	1	[-10,	0]	0	0	1	0	1.7604	3.051	4.3062	5.3402	6.6991	-999	-999	-999	-999	0	0	29	1	None	0.05	0.325	0.275	TRUE
