trialnum	session	basicShape	numObjects	speed	initialDirRing0	fixatnPeriodFrames	orderCorrect	trialDurTotal	numTargets	offset	whichIsTargetEachRing0	ringToQuery	direction0	respAdj0	rev0_0	rev0_1	rev0_2	rev0_3	rev0_4	rev0_5	rev0_6	rev0_7	rev0_8	timingBlips	numLongFramesAfterFixation	numLongFramesAfterCue	IDnum	sessionNum	comment	pTrialsLotsTimingBlips	pTrialsBlipsAfterFixatn	pTrialsLongFramesAfterCue	EDFmatchExists
42	1	ellipse	6	0.3111111111110887	1	90	0	3.2075823273141335	1	[10,	0]	3	0	1	-1	1.8555	3.2938	4.6364	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
43	1	ellipse	6	0.21111111111109435	-1	83	3	4.723109407299114	1	[-10,	0]	1	0	-1	0	2.0202	3.9816	4.7206	5.4079	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
44	1	ellipse	6	0.21111111111109435	1	91	3	4.233379088956637	1	[-10,	0]	5	0	1	-0	2.0248	2.7957	4.0553	4.8359	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
45	1	ellipse	6	0.21111111111109435	-1	106	0	3.6131059421483416	1	[10,	0]	5	0	-1	1	2.7425	4.5921	-999	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
46	1	ellipse	4	0.8111111111111171	1	70	3	4.634315226897311	1	[10,	0]	1	0	1	-0	2.9394	3.717	4.681	6.3292	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
47	1	ellipse	4	0.8111111111111171	-1	90	3	4.243785800351424	1	[-10,	0]	1	0	-1	-0	2.0462	4.004	5.8491	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
48	1	ellipse	4	0.8111111111111171	1	83	3	5.612250967391661	1	[10,	0]	3	0	1	0	2.6975	3.7308	5.6952	7.0037	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
49	1	ellipse	4	0.8611111111111143	-1	106	3	3.773809651828639	1	[10,	0]	1	0	-1	-0	2.2552	3.6899	4.9672	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
50	1	ellipse	4	0.8611111111111143	-1	83	3	5.22710959993761	1	[-10,	0]	2	0	-1	-0	3.0193	4.827	5.5788	-999	-999	-999	-999	-999	-999	1	1	43	1	None	0	0.20625	0.15625	TRUE
51	1	ellipse	6	0.11111111111110006	-1	80	3	4.611729387112396	1	[10,	0]	4	0	-1	-0	2.5396	3.3183	4.7285	5.4504	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
52	1	ellipse	6	0.11111111111110006	1	90	3	4.666373872657616	1	[10,	0]	2	0	1	0	1.7832	3.3675	4.893	6.1805	-999	-999	-999	-999	-999	2	1	43	1	None	0	0.20625	0.15625	TRUE
53	1	ellipse	6	0.11111111111110006	-1	104	3	4.6344168570409625	1	[-10,	0]	0	0	-1	-0	2.6498	4.3728	6.0999	-999	-999	-999	-999	-999	-999	2	1	43	1	None	0	0.20625	0.15625	TRUE
54	1	ellipse	4	0.8611111111111143	-1	71	3	3.9851186197541706	1	[10,	0]	3	0	-1	0	2.3999	4.2522	5.4108	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
55	1	ellipse	6	0.16111111111109722	1	88	3	4.640205288095927	1	[10,	0]	1	0	1	0	1.7921	3.7615	5.7313	-999	-999	-999	-999	-999	-999	1	1	43	1	None	0	0.20625	0.15625	TRUE
56	1	ellipse	6	0.02	-1	73	3	3.5826961690104215	1	[-10,	0]	2	0	-1	0	2.0715	4.0476	-999	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
57	1	ellipse	6	0.16111111111109722	-1	77	3	5.354023427598848	1	[10,	0]	0	0	-1	-0	2.3976	3.7501	4.7329	5.2383	6.6373	-999	-999	-999	-999	3	1	43	1	None	0	0.20625	0.15625	TRUE
58	1	ellipse	6	0.1	-1	72	3	3.947803750284442	1	[10,	0]	3	0	-1	-0	1.8866	3.8795	5.3218	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
59	1	ellipse	6	0.1	1	100	3	5.396079134877186	1	[-10,	0]	5	0	1	0	2.4292	3.3436	3.9883	5.4417	6.7426	-999	-999	-999	-999	1	1	43	1	None	0	0.20625	0.15625	TRUE
60	1	ellipse	4	0.9111111111111114	-1	79	3	4.258515063695027	1	[-10,	0]	0	0	-1	-0	2.1716	3.9886	5.695	-999	-999	-999	-999	-999	-999	1	1	43	1	None	0	0.20625	0.15625	TRUE
61	1	ellipse	4	0.1	-1	94	3	4.552459700522293	1	[10,	0]	3	0	-1	-0	2.4557	3.8078	4.7956	5.3445	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
62	1	ellipse	4	0.9111111111111114	1	70	3	4.2330918295637705	1	[10,	0]	1	0	1	0	2.1024	3.7325	4.5335	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
63	1	ellipse	4	0.9111111111111114	1	85	0	4.844566830015512	1	[-10,	0]	0	0	1	1	1.7202	2.6537	4.3941	4.9388	6.6897	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
64	1	ellipse	4	0.8611111111111143	1	71	3	3.644696320112531	1	[-10,	0]	0	0	1	0	1.7954	3.3345	5.0487	-999	-999	-999	-999	-999	-999	1	1	43	1	None	0	0.20625	0.15625	TRUE
65	1	ellipse	6	0.16111111111109722	-1	96	3	3.5935174021956557	1	[-10,	0]	0	0	-1	0	2.613	3.8799	5.3452	-999	-999	-999	-999	-999	-999	1	1	43	1	None	0	0.20625	0.15625	TRUE
66	1	ellipse	4	0.1	-1	82	3	4.708306357268055	1	[-10,	0]	3	0	-1	-0	2.64	4.577	5.1138	-999	-999	-999	-999	-999	-999	1	0	43	1	None	0	0.20625	0.15625	TRUE
67	1	ellipse	4	0.02	1	93	3	4.252142500564077	1	[10,	0]	3	0	1	0	1.7856	3.7469	4.937	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
68	1	ellipse	6	0.1	1	89	3	3.609018212151641	1	[10,	0]	1	0	1	-0	3.1173	4.2897	-999	-999	-999	-999	-999	-999	-999	1	0	43	1	None	0	0.20625	0.15625	TRUE
69	1	ellipse	6	0.21111111111109435	1	82	3	5.0398738626656865	1	[-10,	0]	4	0	1	-0	1.7075	2.9048	4.7768	5.8757	-999	-999	-999	-999	-999	1	1	43	1	None	0	0.20625	0.15625	TRUE
70	1	ellipse	6	0.21111111111109435	1	102	3	4.142090942123476	1	[-10,	0]	0	0	1	0	2.2023	3.5151	4.9359	-999	-999	-999	-999	-999	-999	1	0	43	1	None	0	0.20625	0.15625	TRUE
71	1	ellipse	6	0.21111111111109435	1	70	3	4.146629023970458	1	[10,	0]	3	0	1	0	2.1344	3.8843	4.8888	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
72	1	ellipse	4	0.8611111111111143	1	86	3	3.248901704430208	1	[10,	0]	3	0	1	0	2.2542	2.9869	4.056	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
73	1	ellipse	6	0.26111111111109153	1	82	3	5.0749126913522575	1	[-10,	0]	3	0	1	0	2.2143	3.6732	5.6414	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
74	1	ellipse	4	0.8611111111111143	-1	86	3	3.538058750592495	1	[-10,	0]	1	0	-1	-0	2.8485	3.3811	5.1421	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
75	1	ellipse	4	0.9111111111111114	1	107	3	3.743798627274741	1	[-10,	0]	0	0	1	-0	2.2551	2.8554	3.7589	5.3246	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
76	1	ellipse	4	0.02	1	82	3	4.3260685691585286	1	[-10,	0]	0	0	1	0	2.5075	3.9531	5.5615	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
77	1	ellipse	4	0.9111111111111114	-1	87	0	4.123769065862758	1	[10,	0]	1	0	-1	2	2.941	4.2277	5.1728	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
78	1	ellipse	4	0.8611111111111143	1	107	3	5.596954263678546	1	[-10,	0]	2	0	1	-0	2.6804	3.6168	5.3857	7.3048	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
79	1	ellipse	6	0.26111111111109153	-1	72	3	4.546130181776321	1	[-10,	0]	1	0	-1	-0	2.7272	4.3598	6.1449	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
80	1	ellipse	6	0.26111111111109153	1	96	3	5.00892650791879	1	[-10,	0]	5	0	1	-0	1.821	3.2416	5.0109	5.972	-999	-999	-999	-999	-999	1	1	43	1	None	0	0.20625	0.15625	TRUE
81	1	ellipse	4	0.1	1	100	3	4.082955034357329	1	[10,	0]	0	0	1	0	1.9636	2.51	4.4395	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
82	1	ellipse	6	0.3111111111110887	-1	87	3	3.8492340294733616	1	[-10,	0]	5	0	-1	-0	3.0586	3.722	4.2373	-999	-999	-999	-999	-999	-999	1	1	43	1	None	0	0.20625	0.15625	TRUE
83	1	ellipse	4	0.8611111111111143	-1	87	3	4.409562289496685	1	[10,	0]	0	0	-1	0	3.0263	4.6941	6.2953	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
84	1	ellipse	4	0.8611111111111143	1	106	0	4.338827742213791	1	[-10,	0]	2	0	1	-2	2.4748	4.0282	5.6796	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
85	1	ellipse	4	0.8111111111111171	-1	89	0	3.913223780092318	1	[10,	0]	2	0	-1	-1	1.822	2.762	4.2634	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
86	1	ellipse	6	0.3111111111110887	-1	94	3	4.532983330682463	1	[10,	0]	2	0	-1	0	2.1137	2.7062	3.559	5.3746	-999	-999	-999	-999	-999	1	1	43	1	None	0	0.20625	0.15625	TRUE
87	1	ellipse	4	0.76111111111112	-1	76	3	5.362618682483514	1	[-10,	0]	1	0	-1	0	2.7272	4.4283	5.1906	6.718	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
88	1	ellipse	6	0.3111111111110887	-1	90	3	3.6749852188745	1	[-10,	0]	4	0	-1	0	2.4867	4.2434	-999	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
89	1	ellipse	4	0.76111111111112	1	98	3	4.670868926263745	1	[10,	0]	0	0	1	0	1.8336	3.7987	5.5989	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
90	1	ellipse	4	0.1	-1	87	3	5.272486876258786	1	[10,	0]	1	0	-1	0	1.9549	3.1089	4.6147	6.5933	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
91	1	ellipse	4	0.76111111111112	-1	100	3	4.404810149698922	1	[-10,	0]	1	0	-1	-0	2.8263	3.9639	5.7286	-999	-999	-999	-999	-999	-999	1	1	43	1	None	0	0.20625	0.15625	TRUE
92	1	ellipse	6	0.36111111111108585	-1	81	3	3.4585255455425106	1	[-10,	0]	0	0	-1	-0	1.784	3.4763	5.0695	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
93	1	ellipse	4	0.8111111111111171	1	101	3	5.302110875700303	1	[10,	0]	1	0	1	-0	3.0125	3.8197	5.2852	7.1743	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
94	1	ellipse	4	0.8111111111111171	1	96	3	4.948135479684764	1	[10,	0]	0	0	1	-0	2.9154	3.717	4.8131	6.594	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
95	1	ellipse	6	0.36111111111108585	1	81	0	5.399674582874022	1	[10,	0]	4	0	1	1	3.1302	4.4118	5.1823	6.3589	-999	-999	-999	-999	-999	1	1	43	1	None	0	0.20625	0.15625	TRUE
96	1	ellipse	4	0.1	1	71	3	5.370079389342066	1	[-10,	0]	2	0	1	-0	2.152	3.3012	4.4237	5.5615	6.6354	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
97	1	ellipse	6	0.3111111111110887	-1	88	0	5.227135206534708	1	[10,	0]	5	0	-1	1	2.8585	3.5248	5.2677	6.166	-999	-999	-999	-999	-999	2	2	43	1	None	0	0.20625	0.15625	TRUE
98	1	ellipse	4	0.8111111111111171	-1	78	3	5.476100454223505	1	[-10,	0]	0	0	-1	-0	2.8264	4.4723	5.8789	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
99	1	ellipse	6	0.1	-1	101	3	5.010794236565663	1	[-10,	0]	4	0	-1	-0	2.9958	4.7739	5.3917	-999	-999	-999	-999	-999	-999	2	2	43	1	None	0	0.20625	0.15625	TRUE
100	1	ellipse	6	0.26111111111109153	-1	108	3	3.2214664264095787	1	[10,	0]	2	0	-1	0	2.8423	4.021	-999	-999	-999	-999	-999	-999	-999	1	1	43	1	None	0	0.20625	0.15625	TRUE
101	1	ellipse	4	0.8611111111111143	-1	80	3	5.595681706953094	1	[10,	0]	3	0	-1	-0	3.0555	4.1324	5.9037	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
102	1	ellipse	6	0.26111111111109153	1	99	3	5.188446446789036	1	[-10,	0]	0	0	1	-0	1.9143	3.5478	4.8874	5.8568	-999	-999	-999	-999	-999	2	1	43	1	None	0	0.20625	0.15625	TRUE
103	1	ellipse	6	0.02	1	68	3	3.61039096075041	1	[-10,	0]	2	0	1	-0	2.0786	3.7458	5.2423	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
104	1	ellipse	4	0.8611111111111143	-1	94	3	3.8389308499818022	1	[10,	0]	2	0	-1	0	2.0476	2.8945	3.6105	4.811	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
105	1	ellipse	4	0.8611111111111143	1	84	3	4.9874977473930695	1	[-10,	0]	2	0	1	0	3.1773	4.0762	5.6259	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
106	1	ellipse	6	0.26111111111109153	1	104	3	3.48254479484992	1	[-10,	0]	0	0	1	-0	1.8585	3.7098	4.9166	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
107	1	ellipse	6	0.02	-1	79	3	3.388815894553383	1	[10,	0]	1	0	-1	0	2.8134	3.6458	5.5761	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
108	1	ellipse	4	0.02	-1	84	3	3.7224426675761113	1	[-10,	0]	2	0	-1	-0	1.8842	3.3336	5.1095	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
109	1	ellipse	4	0.9111111111111114	1	86	3	3.327506471883206	1	[-10,	0]	2	0	1	-0	2.8713	3.6731	-999	-999	-999	-999	-999	-999	-999	1	0	43	1	None	0	0.20625	0.15625	TRUE
110	1	ellipse	6	0.3111111111110887	1	109	3	3.271540210695707	1	[-10,	0]	4	0	1	0	2.3139	2.8717	4.758	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
111	1	ellipse	6	0.02	1	90	3	4.827351486164906	1	[10,	0]	4	0	1	0	2.7083	3.6585	5.4702	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
112	1	ellipse	6	0.3111111111110887	1	102	3	4.7612510833366395	1	[10,	0]	5	0	1	0	2.576	4.199	5.1838	-999	-999	-999	-999	-999	-999	1	1	43	1	None	0	0.20625	0.15625	TRUE
113	1	ellipse	6	0.3111111111110887	-1	78	3	4.4699995769201735	1	[10,	0]	5	0	-1	0	2.0893	2.6082	4.3416	5.0522	-999	-999	-999	-999	-999	2	2	43	1	None	0	0.20625	0.15625	TRUE
114	1	ellipse	6	0.36111111111108585	1	70	3	4.646199490939411	1	[10,	0]	4	0	1	0	1.9137	2.6029	3.6238	4.628	6.6132	-999	-999	-999	-999	1	1	43	1	None	0	0.20625	0.15625	TRUE
115	1	ellipse	6	0.36111111111108585	1	88	3	3.9559829571602783	1	[10,	0]	5	0	1	-0	2.6332	4.234	5.6028	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
116	1	ellipse	4	0.9111111111111114	1	81	3	4.608854212143949	1	[10,	0]	1	0	1	-0	2.2792	2.8356	4.5384	5.3535	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
117	1	ellipse	4	0.9111111111111114	-1	77	0	3.848933075346942	1	[-10,	0]	0	0	-1	-2	2.8214	3.4447	4.978	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
118	1	ellipse	6	0.36111111111108585	-1	68	3	3.628759801127293	1	[-10,	0]	2	0	-1	-0	2.1848	3.6784	4.4397	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
119	1	ellipse	4	0.8611111111111143	1	103	3	3.823323782977527	1	[-10,	0]	0	0	1	0	2.7975	3.3334	5.0443	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
120	1	ellipse	6	0.1	-1	77	3	3.8472350418105634	1	[-10,	0]	0	0	-1	0	2.2561	4.169	-999	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
121	1	ellipse	6	0.02	1	79	3	4.699388197694466	1	[-10,	0]	2	0	1	0	2.0336	3.0027	3.7414	4.3869	6.0793	-999	-999	-999	-999	1	1	43	1	None	0	0.20625	0.15625	TRUE
122	1	ellipse	4	0.8611111111111143	1	109	3	4.142840700149945	1	[10,	0]	3	0	1	-0	2.5121000000000002	4.2144	4.8386	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
123	1	ellipse	4	0.02	-1	81	3	4.708735126288997	1	[10,	0]	0	0	-1	-0	2.9741	4.4366	5.227	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
124	1	ellipse	6	0.411111111111083	-1	68	3	3.951795961999612	1	[10,	0]	2	0	-1	-0	2.1401	3.4716	4.5142	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
125	1	ellipse	6	0.411111111111083	1	102	3	4.883498805709664	1	[-10,	0]	0	0	1	0	2.8073	3.8283	5.2634	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
126	1	ellipse	4	0.02	1	99	3	5.131600374984858	1	[10,	0]	1	0	1	-0	2.1953	2.8983	4.47	6.1816	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
127	1	ellipse	4	0.8611111111111143	-1	105	3	4.409240852971454	1	[10,	0]	0	0	-1	-0	2.208	2.7323	3.4283	4.0344	5.1972	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
128	1	ellipse	4	0.9111111111111114	1	86	0	3.78273974805838	1	[-10,	0]	2	0	1	2	2.6044	3.9334	4.7456	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
129	1	ellipse	6	0.411111111111083	-1	98	3	3.8723573869703625	1	[-10,	0]	3	0	-1	0	3.1712	4.4586	-999	-999	-999	-999	-999	-999	-999	1	1	43	1	None	0	0.20625	0.15625	TRUE
130	1	ellipse	4	0.8611111111111143	-1	94	3	5.614674953236105	1	[-10,	0]	1	0	-1	0	2.6501	3.4091	4.6326	5.9642	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
131	1	ellipse	6	0.46111111111108016	-1	91	3	4.0099368865412846	1	[10,	0]	0	0	-1	0	2.8488	4.6905	-999	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
132	1	ellipse	6	0.46111111111108016	1	80	3	5.3613691493226465	1	[-10,	0]	4	0	1	-0	2.03	2.8735	4.2105	5.8671	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
133	1	ellipse	6	0.46111111111108016	1	100	3	4.916873508824086	1	[10,	0]	4	0	1	0	3.1145	3.6327	5.0195	6.182	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
134	1	ellipse	4	0.02	-1	70	3	4.355366122483517	1	[-10,	0]	0	0	-1	-0	2.8487	3.7184	5.2884	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
135	1	ellipse	4	0.8611111111111143	-1	104	3	5.0845090812564004	1	[-10,	0]	1	0	-1	0	2.0472	2.6473	4.052	5.4553	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
136	1	ellipse	4	0.8611111111111143	1	73	3	3.45099230184488	1	[10,	0]	0	0	1	-0	2.826	4.5118	-999	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
137	1	ellipse	6	0.5111111111110773	1	70	3	5.122766360302681	1	[10,	0]	2	0	1	0	2.6164	3.5593	5.3364	7.2419	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
138	1	ellipse	6	0.5111111111110773	1	92	3	3.2775640600414193	1	[10,	0]	4	0	1	-0	2.3247	3.9146	-999	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
139	1	ellipse	6	0.5111111111110773	1	109	3	4.638214486136941	1	[-10,	0]	1	0	1	-0	3.0688	3.758	4.5389	5.9966	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
140	1	ellipse	4	0.9111111111111114	1	78	0	3.4446696216000054	1	[-10,	0]	3	0	1	1	2.7889	3.7428	4.4989	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
141	1	ellipse	4	0.8611111111111143	-1	85	3	4.622384620724513	1	[10,	0]	0	0	-1	0	3.1395	4.9534	-999	-999	-999	-999	-999	-999	-999	1	1	43	1	None	0	0.20625	0.15625	TRUE
142	1	ellipse	6	0.02	1	109	3	3.5572540650981064	1	[10,	0]	1	0	1	-0	2.4885	3.7909	5.6529	-999	-999	-999	-999	-999	-999	1	0	43	1	None	0	0.20625	0.15625	TRUE
143	1	ellipse	6	0.5611111111110745	-1	79	3	4.557347507677388	1	[-10,	0]	5	0	-1	-0	1.7023	2.3036	3.4309	3.9904	5.0434	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
144	1	ellipse	6	0.5611111111110745	1	84	3	3.844943493888565	1	[10,	0]	2	0	1	0	1.7098	2.868	4.6737	-999	-999	-999	-999	-999	-999	1	1	43	1	None	0	0.20625	0.15625	TRUE
145	1	ellipse	6	0.5611111111110745	-1	99	3	3.333750987106703	1	[-10,	0]	3	0	-1	0	3.0141	4.9048	-999	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
146	1	ellipse	4	0.8611111111111143	-1	75	0	5.449847942978533	1	[10,	0]	0	0	-1	-1	2.869	3.8011	4.8032	5.4839	6.448	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
147	1	ellipse	4	0.8111111111111171	-1	69	3	3.5279440470763883	1	[-10,	0]	0	0	-1	0	2.3879	4.0402	-999	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
148	1	ellipse	4	0.8111111111111171	-1	70	3	3.6953285434921	1	[-10,	0]	0	0	-1	0	3.1303	4.6757	-999	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
149	1	ellipse	4	0.1	1	98	3	4.3664035427764185	1	[-10,	0]	1	0	1	0	2.9331	3.6839	4.9596	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
150	1	ellipse	6	0.6111111111110716	-1	97	3	3.200508173092421	1	[-10,	0]	4	0	-1	0	3.1021	4.175	-999	-999	-999	-999	-999	-999	-999	2	2	43	1	None	0	0.20625	0.15625	TRUE
151	1	ellipse	6	0.6111111111110716	-1	106	3	3.403636064332058	1	[10,	0]	0	0	-1	-0	1.9274	3.307	4.7856	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
152	1	ellipse	6	0.1	-1	84	3	5.632127018181347	1	[10,	0]	1	0	-1	0	2.0008	3.2387	4.565	6.3277	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
153	1	ellipse	4	0.8111111111111171	1	68	3	4.850548478599416	1	[-10,	0]	2	0	1	0	2.6868	4.3844	5.7221	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
154	1	ellipse	4	0.8611111111111143	1	102	3	3.4729855598055637	1	[-10,	0]	2	0	1	0	2.4871	3.3685	5.3394	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
155	1	ellipse	4	0.8611111111111143	1	78	3	4.12296301116382	1	[10,	0]	3	0	1	0	2.4414	3.8641	5.0324	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
156	1	ellipse	6	0.6111111111110716	1	92	3	3.5758784017922975	1	[-10,	0]	3	0	1	-0	2.4143	3.8777	-999	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
157	1	ellipse	4	0.8611111111111143	1	95	3	5.5483524869719805	1	[10,	0]	0	0	1	0	3.1361	4.7932	6.7215	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
158	1	ellipse	6	0.6611111111110688	-1	68	0	5.335577791442152	1	[10,	0]	0	0	-1	-1	3.1081	4.355	6.2467	-999	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
159	1	ellipse	4	0.9111111111111114	-1	90	3	5.488756196675157	1	[10,	0]	3	0	-1	0	2.904	3.5324	5.3253	7.108	-999	-999	-999	-999	-999	0	0	43	1	None	0	0.20625	0.15625	TRUE
0	2	ellipse	6	0.4000000000000057	-1	87	0	3.6049138635978206	1	[10,	0]	1	0	-1	2	1.804	2.4167	3.3118	4.7522	-999	-999	-999	-999	-999	1	0	43	2	None	0	0.175	0.1	TRUE
1	2	ellipse	6	0.10000000000000853	1	100	3	4.416774680322261	1	[-10,	0]	0	0	1	-0	2.1927	3.1881	4.1407	5.3383	-999	-999	-999	-999	-999	0	0	43	2	None	0	0.175	0.1	TRUE
2	2	ellipse	6	0.4000000000000057	-1	69	3	4.175343996941436	1	[-10,	0]	3	0	-1	-0	3.1135	3.7613	5.4756	-999	-999	-999	-999	-999	-999	1	1	43	2	None	0	0.175	0.1	TRUE
3	2	ellipse	4	0.9000000000000057	-1	109	3	4.343425105817509	1	[-10,	0]	1	0	-1	0	3.0429	4.4442	5.4844	-999	-999	-999	-999	-999	-999	0	0	43	2	None	0	0.175	0.1	TRUE
